3013097,Houilles,FR,France,31121,Europe/Paris,"48.92161, 2.19263"
2974389,Soissons,FR,France,31100,Europe/Paris,"49.38167, 3.32361"
3020810,Dreux,FR,France,31058,Europe/Paris,"48.73649, 1.36566"
3026637,Charenton-le-Pont,FR,France,30910,Europe/Paris,"48.82209, 2.41217"
2968529,Villeneuve-Saint-Georges,FR,France,30881,Europe/Paris,"48.73219, 2.44925"
3020310,Élancourt,FR,France,30831,Europe/Paris,"48.78421, 1.9552"
3038230,Alençon,FR,France,30786,Europe/Paris,"48.43476, 0.09311"
2974153,Sotteville-lès-Rouen,FR,France,30619,Europe/Paris,"49.40972, 1.09005"
2989460,Orange,FR,France,30530,Europe/Paris,"44.13806, 4.81025"
2968620,Villenave-d'Ornon,FR,France,30347,Europe/Paris,"44.77935, -0.56707"
2986140,Pontoise,FR,France,30290,Europe/Paris,"49.05, 2.1"
2968142,Villiers-sur-Marne,FR,France,30252,Europe/Paris,"48.831, 2.54844"
3026033,Chatou,FR,France,30091,Europe/Paris,"48.8898, 2.15863"
3015490,Goussainville,FR,France,30047,Europe/Paris,"49.01367, 2.46595"
2997803,Lomme,FR,France,29892,Europe/Paris,"50.64358, 2.98715"
2969257,Vierzon,FR,France,29876,Europe/Paris,"47.22186, 2.0684"
2978072,Saint-Médard-en-Jalles,FR,France,29742,Europe/Paris,"44.8955, -0.71779"
2972893,Thiais,FR,France,29724,Europe/Paris,"48.76496, 2.3961"
3028542,Carpentras,FR,France,29709,Europe/Paris,"44.05507, 5.04813"
2998632,L'Haÿ-les-Roses,FR,France,29703,Europe/Paris,"48.77935, 2.33729"
2994497,Menton,FR,France,29649,Europe/Paris,"43.77649, 7.50435"
6949674,Lyon 01,FR,France,29641,Europe/Paris,"45.76758, 4.8345"
2978891,Saint-Laurent-du-Var,FR,France,29516,Europe/Paris,"43.67323, 7.19"
2980340,Saintes,FR,France,29512,Europe/Paris,"45.74742, -0.63489"
2983276,Rochefort,FR,France,29427,Europe/Paris,"45.94304, -0.96774"
2996514,Malakoff,FR,France,29420,Europe/Paris,"48.81999, 2.29998"
3020832,Draveil,FR,France,29316,Europe/Paris,"48.68466, 2.41418"
2978771,Saint-Leu,FR,France,29278,Europe/Paris,"46.7306, 4.50083"
2976984,Saint-Sébastien-sur-Loire,FR,France,29238,Europe/Paris,"47.20768, -1.50332"
3004630,Le Chesnay,FR,France,29154,Europe/Paris,"48.8222, 2.12213"
2972237,Tournefeuille,FR,France,29124,Europe/Paris,"43.58872, 1.31922"
3024596,Clichy-sous-Bois,FR,France,29062,Europe/Paris,"48.9102, 2.55323"
3025892,Chaumont,FR,France,28981,Europe/Paris,"48.11121, 5.14134"
